customer_id,credit_score,payment_history,credit_utilization,recent_inquiries,debt_to_income_ratio,length_of_credit_history
29668,688.0,94.44,0.12,0,0.37,3.65
29669,564.0,53.51,0.72,0,0.92,18.76
29670,484.0,71.31,0.25,2,0.3,17.29
29671,507.0,74.43,0.17,1,0.56,17.63
29672,850.0,54.05,0.11,2,0.56,3.32
29673,682.0,63.1,0.13,0,0.85,0.69
29674,698.0,60.46,0.99,1,0.23,3.46
29675,535.0,95.5,0.77,1,0.81,17.16
29676,700.0,82.64,0.93,2,0.38,7.41
29677,653.0,82.24,0.96,2,0.09,11.56
29678,577.0,82.92,0.94,1,0.96,13.75
29679,540.0,54.13,0.57,0,0.38,15.38
29680,675.0,87.05,0.63,2,0.24,17.49
29681,612.0,53.43,0.55,3,0.87,15.98
29682,548.0,76.78,0.96,2,0.65,9.96
29683,589.0,57.83,0.02,1,0.58,10.16
29684,510.0,78.26,0.3,2,0.28,19.28
29685,376.0,91.3,0.45,1,0.26,1.53
29686,627.0,75.54,0.56,3,0.07,9.93
29687,680.0,68.89,0.83,3,0.73,11.32
29688,673.0,91.24,0.64,2,0.27,14.26
29689,621.0,83.76,0.09,3,0.85,5.02
29690,545.0,54.83,0.06,1,0.8,17.08
29691,514.0,52.22,0.3,2,0.15,3.03
29692,545.0,94.98,0.76,0,0.7,11.47
29693,621.0,63.03,0.7,4,0.28,1.11
29694,595.0,73.44,0.3,2,0.52,16.0
29695,626.0,88.48,0.04,1,0.55,14.94
29696,430.0,99.84,0.56,0,0.84,4.16
29697,541.0,60.05,0.18,0,0.08,6.7
29698,690.0,89.67,0.46,1,0.16,9.28
29699,628.0,90.74,0.35,4,0.57,19.85
29700,528.0,54.9,0.17,1,0.76,11.11
29701,718.0,55.94,0.12,3,0.85,11.35
29702,680.0,86.49,0.95,1,0.24,17.24
29703,686.0,98.6,0.75,2,0.77,6.02
29704,674.0,57.63,0.96,1,0.76,5.6
29705,592.0,73.9,0.87,0,0.99,19.88
29706,737.0,51.63,0.52,2,0.58,5.1
29707,616.0,95.64,0.3,0,0.22,9.64
29708,513.0,76.75,0.92,2,0.92,14.64
29709,569.0,82.75,0.86,1,0.69,16.83
29710,523.0,92.76,0.28,6,0.36,13.98
29711,634.0,99.11,0.05,2,0.18,18.43
29712,531.0,87.4,0.61,3,0.95,2.67
29713,727.0,91.31,0.18,2,0.9,17.99
29714,439.0,93.1,0.05,0,0.65,8.37
29715,644.0,89.16,0.19,0,0.68,13.58
29716,581.0,62.07,0.43,3,0.35,1.59
29717,639.0,84.8,0.95,2,0.07,19.45
29718,574.0,57.81,0.1,0,0.85,6.29
29719,627.0,70.79,0.82,1,0.05,18.96
29720,755.0,58.81,0.22,3,0.92,9.18
29721,597.0,97.18,0.73,2,0.82,8.19
29722,639.0,94.98,0.68,5,0.39,15.67
29723,607.0,74.95,0.8,0,0.43,17.81
29724,650.0,82.3,0.86,3,0.51,4.89
29725,525.0,64.46,0.53,5,0.83,5.08
29726,571.0,62.56,0.12,1,0.68,3.96
29727,560.0,93.42,0.48,6,0.66,10.4
29728,598.0,97.16,0.45,2,1.0,13.04
29729,659.0,54.78,0.34,2,0.45,19.13
29730,389.0,98.2,0.2,0,0.69,5.05
29731,632.0,59.21,0.74,4,0.99,10.84
29732,300.0,58.59,0.36,4,0.42,14.54
29733,580.0,89.56,0.87,1,0.94,11.11
29734,648.0,84.66,0.17,1,0.78,3.3
29735,642.0,55.14,0.16,1,0.74,12.47
29736,506.0,92.85,0.31,2,0.56,15.1
29737,678.0,97.73,0.68,2,0.71,8.77
29738,462.0,53.88,0.72,2,0.01,10.08
29739,581.0,81.78,0.6,2,0.48,2.02
29740,458.0,97.33,0.58,1,0.32,11.96
29741,608.0,54.58,0.99,0,0.13,14.65
29742,663.0,86.5,0.95,5,0.15,17.81
29743,581.0,59.29,0.2,4,0.88,14.06
29744,600.0,62.26,0.69,0,0.93,4.21
29745,537.0,95.37,0.2,4,0.62,19.1
29746,695.0,52.38,0.98,2,0.84,10.94
29747,579.0,51.47,0.56,2,0.29,1.74
29748,609.0,68.68,0.4,2,0.64,18.37
29749,762.0,59.6,0.29,0,0.01,9.17
29750,410.0,89.35,0.39,4,0.27,2.56
29751,545.0,52.7,0.96,1,0.16,16.45
29752,635.0,53.21,0.13,4,0.52,9.91
29753,648.0,79.23,0.64,1,0.67,2.2
29754,498.0,78.09,0.34,2,0.58,18.2
29755,677.0,74.16,0.59,4,0.03,9.39
29756,390.0,57.22,0.94,0,0.8,17.87
29757,507.0,58.86,0.06,1,0.1,11.65
29758,679.0,69.28,0.85,1,0.25,1.62
29759,580.0,86.58,0.85,1,0.07,16.59
29760,699.0,90.91,0.36,3,0.33,16.78
29761,574.0,80.13,0.85,1,0.94,1.65
29762,710.0,93.86,0.66,1,0.74,15.23
29763,528.0,53.29,0.73,1,0.77,14.46
29764,698.0,90.59,0.65,5,0.74,17.61
29765,831.0,78.16,0.77,1,0.38,11.41
29766,694.0,78.01,0.61,4,0.13,5.28
29767,553.0,88.92,0.22,3,0.84,19.34
29768,597.0,98.98,0.06,5,0.25,12.97
29769,354.0,66.68,0.5,1,0.54,3.42
29770,446.0,75.5,0.78,2,0.84,17.54
29771,653.0,69.16,0.21,1,0.46,6.08
29772,655.0,67.48,0.39,5,0.63,14.75
29773,707.0,88.9,0.21,2,0.92,17.72
29774,585.0,64.4,0.57,2,0.09,16.52
29775,616.0,88.52,0.56,4,0.56,13.89
29776,566.0,53.31,0.25,2,0.38,6.13
29777,618.0,57.11,0.46,2,0.32,16.05
29778,583.0,68.68,0.02,1,0.5,9.2
29779,622.0,67.21,0.17,4,0.35,4.26
29780,522.0,98.37,0.56,3,0.21,17.9
29781,570.0,56.14,0.43,5,0.1,14.87
29782,512.0,62.27,0.54,1,0.73,1.62
29783,700.0,55.33,0.75,2,0.25,15.37
29784,606.0,79.36,0.86,5,0.99,19.29
29785,658.0,98.03,0.17,2,0.42,16.95
29786,533.0,70.54,0.61,2,0.18,11.39
29787,542.0,94.71,0.59,3,0.77,10.24
29788,444.0,92.12,0.08,3,0.9,9.22
29789,521.0,74.14,0.16,1,0.43,13.77
29790,706.0,84.78,0.1,2,0.21,3.18
29791,477.0,53.72,0.96,3,0.12,1.37
29792,666.0,93.95,0.98,1,0.52,5.39
29793,699.0,53.41,0.15,2,0.6,14.39
29794,520.0,73.12,0.82,0,0.4,2.19
29795,587.0,59.05,0.29,0,0.08,19.46
29796,523.0,93.66,0.37,3,0.56,18.01
29797,597.0,91.61,0.57,1,0.25,2.38
29798,514.0,99.06,0.34,3,0.61,4.48
29799,631.0,92.33,0.62,2,0.89,2.92
29800,648.0,53.21,0.33,3,0.52,0.84
29801,567.0,50.02,0.67,4,0.72,16.55
29802,772.0,80.08,0.13,0,0.72,17.95
29803,409.0,66.7,0.2,4,0.48,14.1
29804,423.0,98.92,0.61,2,0.32,19.92
29805,714.0,56.41,0.49,3,0.49,19.77
29806,568.0,67.34,0.44,0,0.88,3.8
29807,595.0,88.79,0.03,3,0.02,18.91
29808,495.0,67.05,0.89,3,0.88,10.88
29809,530.0,72.14,0.56,1,0.5,6.91
29810,600.0,96.4,0.36,3,0.69,1.02
29811,528.0,51.63,0.47,3,0.23,8.64
29812,526.0,74.56,0.13,1,0.59,15.9
29813,612.0,75.51,0.95,3,0.72,17.79
29814,729.0,53.31,0.75,2,0.62,3.79
29815,537.0,68.87,0.79,1,0.81,7.92
29816,678.0,64.56,0.77,5,0.83,3.71
29817,507.0,50.2,0.98,2,0.86,18.97
29818,661.0,88.3,0.0,4,0.13,1.25
29819,805.0,98.31,0.13,2,0.94,12.84
29820,618.0,66.91,0.27,0,0.84,19.91
29821,595.0,51.07,0.62,0,0.63,3.61
29822,572.0,53.64,0.3,1,0.05,9.0
29823,658.0,64.08,0.52,4,0.19,9.94
29824,632.0,91.3,0.28,3,0.71,9.73
29825,554.0,79.38,0.03,4,0.73,5.12
29826,610.0,50.81,0.89,3,0.03,4.03
29827,616.0,77.08,0.38,2,0.25,16.47
29828,438.0,95.81,0.73,1,0.91,5.38
29829,499.0,99.99,0.51,3,0.58,16.01
29830,650.0,63.66,0.9,1,0.5,18.33
29831,609.0,53.35,0.88,4,0.46,13.26
29832,574.0,86.84,0.19,1,0.13,16.92
29833,515.0,52.25,0.73,4,0.83,10.46
29834,658.0,96.22,0.89,4,0.66,1.94
29835,479.0,89.86,0.95,3,0.99,6.57
29836,551.0,63.22,0.58,3,0.73,13.22
29837,758.0,93.51,0.64,1,0.7,15.96
29838,663.0,53.55,0.73,1,0.13,13.22
29839,581.0,58.28,0.55,3,0.52,19.39
29840,781.0,89.5,0.43,3,0.14,8.95
29841,591.0,60.5,0.39,2,0.08,11.75
29842,636.0,88.38,0.62,1,0.57,17.81
29843,557.0,82.54,0.96,1,0.53,2.97
29844,508.0,52.33,0.89,2,0.8,12.26
29845,674.0,75.15,0.49,2,0.06,19.75
29846,571.0,83.01,0.84,2,0.78,3.37
29847,640.0,91.96,0.31,2,0.43,7.12
29848,436.0,94.58,0.25,1,0.48,18.04
29849,447.0,79.02,0.15,1,0.75,0.99
29850,558.0,70.91,0.05,3,0.39,15.03
29851,804.0,67.4,0.9,1,0.46,16.34
29852,633.0,81.06,0.63,6,0.16,10.63
29853,516.0,62.82,0.68,0,0.58,17.89
29854,615.0,99.49,0.25,2,0.04,14.41
29855,636.0,85.52,0.13,0,0.86,11.0
29856,685.0,78.19,0.42,1,0.91,9.57
29857,608.0,67.36,0.12,3,0.35,3.16
29858,612.0,81.01,0.93,2,0.37,7.42
29859,690.0,67.9,0.7,5,0.21,8.96
29860,663.0,74.34,0.51,1,0.91,1.23
29861,386.0,91.42,0.5,2,0.16,1.71
29862,625.0,62.67,0.4,1,1.0,9.04
29863,738.0,54.02,0.67,2,0.31,5.37
29864,586.0,66.73,0.09,1,0.5,6.74
29865,572.0,54.38,0.84,4,0.01,17.34
29866,678.0,69.94,0.3,1,0.48,17.76
29867,672.0,57.98,0.48,3,0.57,2.33
29868,611.0,79.41,0.23,2,0.31,10.29
29869,556.0,59.13,0.02,3,0.85,8.48
29870,529.0,97.88,1.0,3,0.79,10.43
29871,534.0,57.75,0.55,3,0.0,6.88
29872,485.0,61.06,0.68,4,0.39,13.23
29873,621.0,64.87,0.54,4,0.94,13.77
29874,486.0,87.9,0.01,3,0.48,15.09
29875,493.0,89.78,0.04,0,0.27,2.77
29876,636.0,76.93,0.15,3,0.62,15.05
29877,796.0,95.18,0.63,1,0.45,13.74
29878,477.0,96.36,0.07,3,0.76,9.86
29879,457.0,94.12,0.16,3,0.83,8.15
29880,571.0,51.19,0.87,2,0.18,15.59
29881,576.0,69.4,0.88,2,0.85,11.58
29882,415.0,58.27,0.21,2,0.47,7.77
29883,615.0,63.07,0.85,2,0.97,8.69
29884,508.0,56.77,0.19,5,0.87,6.35
29885,529.0,98.22,0.24,1,0.11,12.59
29886,696.0,65.72,0.09,5,1.0,3.07
29887,681.0,81.6,0.03,1,0.41,17.11
29888,790.0,90.32,1.0,3,0.34,19.27
29889,644.0,92.52,0.13,3,0.32,19.23
29890,704.0,66.8,0.68,2,0.23,12.16
29891,491.0,74.89,0.65,0,0.84,14.5
29892,565.0,62.85,0.04,3,0.27,2.52
29893,463.0,69.46,0.87,1,0.04,19.17
29894,737.0,94.92,0.5,3,0.64,0.6
29895,651.0,85.52,0.12,1,0.71,4.96
29896,653.0,77.53,0.78,1,0.92,7.87
29897,471.0,67.7,0.06,1,0.36,4.58
29898,450.0,61.1,0.65,1,0.61,9.36
29899,430.0,65.29,0.89,1,0.37,9.87
29900,642.0,95.31,0.98,2,0.08,5.98
29901,556.0,58.22,0.88,3,0.47,17.24
29902,700.0,62.58,0.76,4,0.94,6.83
29903,619.0,56.63,0.43,2,0.84,11.24
29904,775.0,94.76,0.6,0,0.15,18.72
29905,571.0,77.44,0.52,1,0.23,2.49
29906,466.0,88.31,0.65,2,0.09,4.63
29907,697.0,81.62,0.72,2,0.18,9.53
29908,562.0,97.59,0.05,2,0.17,18.01
29909,486.0,70.48,0.19,6,0.45,3.7
29910,636.0,62.56,0.55,0,0.56,6.1
29911,664.0,71.53,0.86,0,0.45,4.54
29912,606.0,99.84,0.82,2,0.52,15.41
29913,568.0,63.1,0.27,2,0.41,3.15
29914,562.0,99.24,0.25,1,0.17,8.82
29915,510.0,91.27,0.2,0,0.31,9.17
29916,694.0,98.58,0.8,1,0.99,14.51
29917,604.0,95.15,0.25,4,0.81,11.24
29918,515.0,52.86,0.4,1,0.84,18.07
29919,646.0,59.07,0.71,3,0.47,1.17
29920,680.0,77.66,0.61,2,0.04,3.06
29921,641.0,73.57,0.4,2,0.77,12.14
29922,567.0,89.6,0.39,2,0.33,8.27
29923,716.0,76.09,0.13,1,0.31,2.16
29924,454.0,63.16,0.67,3,0.22,1.63
29925,603.0,54.28,0.56,2,0.86,17.46
29926,442.0,96.48,0.54,4,0.69,8.52
29927,586.0,71.34,0.04,1,0.45,3.9
29928,651.0,58.78,0.81,1,0.59,18.02
29929,738.0,87.67,0.0,2,0.48,4.05
29930,726.0,82.62,0.74,1,0.62,13.56
29931,673.0,50.64,0.62,2,0.58,5.21
29932,647.0,60.71,0.54,1,0.23,0.92
29933,666.0,94.06,0.79,2,0.27,12.77
29934,599.0,67.74,0.5,2,0.64,3.09
29935,714.0,66.52,0.03,1,0.35,19.95
29936,725.0,52.12,0.16,2,0.88,18.94
29937,707.0,95.89,0.92,0,0.94,11.36
29938,607.0,61.8,0.88,1,0.75,17.8
29939,539.0,63.0,0.11,2,0.46,16.08
29940,564.0,88.18,0.08,2,0.77,0.7
29941,587.0,68.73,0.72,3,0.75,0.52
29942,672.0,61.97,0.82,4,0.77,12.58
29943,649.0,81.82,0.95,1,0.74,19.73
29944,497.0,98.12,0.19,1,0.08,1.9
29945,473.0,70.73,0.54,2,0.2,7.67
29946,487.0,71.85,0.48,1,0.8,4.85
29947,481.0,99.62,0.12,4,0.84,8.19
29948,438.0,61.81,0.7,1,0.26,7.84
29949,576.0,65.98,0.47,1,0.9,11.72
29950,616.0,84.51,0.65,1,0.13,15.21
29951,544.0,99.62,0.48,3,0.59,16.83
29952,531.0,65.9,0.51,5,0.33,6.63
29953,516.0,63.5,0.43,1,0.79,9.37
29954,652.0,71.14,0.11,4,0.05,12.31
29955,788.0,99.08,0.09,1,0.06,10.11
29956,678.0,66.09,0.33,1,0.55,11.44
29957,840.0,76.74,0.98,3,0.73,11.26
29958,474.0,87.53,0.31,1,0.73,11.19
29959,568.0,64.75,0.26,2,0.25,3.88
29960,498.0,59.71,0.54,4,0.61,16.76
29961,613.0,59.33,0.57,2,0.61,19.65
29962,386.0,64.47,0.39,0,0.83,11.94
29963,368.0,73.63,0.24,3,0.06,7.3
29964,540.0,65.45,0.74,1,0.06,11.23
29965,826.0,84.02,0.3,1,0.51,15.18
29966,587.0,72.96,0.71,2,0.19,14.25
29967,456.0,66.94,0.72,3,0.17,3.96
29968,522.0,65.49,0.98,0,0.43,6.95
29969,581.0,53.33,0.83,0,0.95,6.32
29970,461.0,50.85,0.39,2,0.95,16.23
29971,713.0,91.35,0.94,2,0.6,2.99
29972,625.0,96.97,0.38,1,0.39,6.62
29973,581.0,50.34,0.05,3,0.08,10.09
29974,550.0,82.86,0.45,5,0.04,11.59
29975,563.0,92.29,0.29,2,0.25,13.53
29976,637.0,96.12,0.85,1,0.89,18.89
29977,472.0,52.97,0.79,4,0.46,3.15
29978,612.0,73.78,0.62,2,0.87,17.73
29979,600.0,89.87,0.21,0,0.32,5.83
29980,817.0,88.95,0.21,1,0.81,10.79
29981,591.0,98.79,0.05,3,0.18,2.3
29982,549.0,66.88,0.3,1,0.6,16.12
29983,615.0,90.07,0.29,3,0.42,12.1
29984,543.0,54.44,0.01,3,0.42,15.15
29985,619.0,65.53,0.09,2,0.5,8.82
29986,561.0,63.96,0.01,1,0.44,10.99
29987,568.0,80.47,0.97,2,0.72,11.87
29988,733.0,88.92,0.34,2,0.83,12.91
29989,446.0,85.43,0.91,3,0.58,13.73
29990,527.0,76.58,0.12,2,0.5,15.69
29991,544.0,79.57,0.43,0,0.52,13.88
29992,482.0,77.51,0.63,3,0.44,11.11
29993,548.0,57.05,0.28,4,0.33,11.44
29994,373.0,69.29,0.47,1,0.63,17.89
29995,383.0,88.36,0.75,4,0.27,14.19
29996,725.0,74.82,0.66,2,0.91,9.2
29997,501.0,54.24,0.97,5,0.66,15.34
29998,536.0,80.99,0.46,1,0.37,3.22
29999,567.0,82.01,0.76,2,0.92,17.04
30000,647.0,61.65,0.3,2,0.94,10.15
30001,653.0,52.02,0.93,3,0.52,2.66
30002,573.0,98.5,0.77,0,0.75,12.32
30003,506.0,93.96,0.21,2,0.78,11.0
30004,657.0,66.28,0.89,3,0.05,7.91
30005,570.0,50.32,0.34,3,0.66,3.54
30006,600.0,84.47,0.96,1,0.16,9.79
30007,518.0,90.59,0.09,1,0.04,2.19
30008,555.0,77.01,0.39,1,0.72,11.76
30009,574.0,90.28,0.66,0,0.67,15.08
30010,712.0,89.1,0.46,1,0.26,11.79
30011,583.0,57.6,0.04,3,0.4,19.77
30012,669.0,96.06,0.51,2,0.66,9.15
30013,514.0,89.19,0.08,3,0.37,11.41
30014,625.0,94.77,0.01,1,0.91,13.65
30015,653.0,72.04,0.2,2,0.92,18.11
30016,523.0,66.67,0.46,1,0.7,5.68
30017,539.0,70.13,0.25,1,0.19,11.37
30018,753.0,52.3,0.47,2,0.46,6.06
30019,492.0,52.58,0.64,1,0.86,12.01
30020,608.0,98.0,0.43,3,0.53,12.16
30021,488.0,54.73,0.74,1,0.21,16.82
30022,525.0,92.91,0.51,2,0.07,17.23
30023,731.0,76.35,0.31,5,0.84,13.61
30024,553.0,54.77,0.02,0,0.38,8.47
30025,625.0,73.27,0.05,1,0.76,14.53
30026,555.0,92.31,0.59,1,0.33,2.06
30027,676.0,85.61,0.26,2,0.63,14.75
30028,571.0,98.41,0.17,2,0.2,6.0
30029,641.0,91.24,0.22,1,0.29,10.35
30030,403.0,82.24,0.51,1,0.39,8.57
30031,797.0,72.84,0.83,2,0.3,10.02
30032,479.0,77.03,0.21,2,0.23,6.72
30033,587.0,78.61,0.64,5,0.94,10.37
30034,682.0,66.77,0.48,3,0.79,6.25
30035,408.0,77.12,0.27,2,0.82,2.23
30036,678.0,81.71,0.56,2,0.62,13.24
30037,505.0,98.75,0.29,1,0.12,18.37
30038,488.0,71.84,0.96,3,0.87,2.88
30039,474.0,82.53,0.92,2,0.9,12.84
30040,510.0,79.7,0.68,4,0.44,12.42
30041,748.0,90.46,0.28,0,0.79,14.66
30042,780.0,71.01,0.87,1,0.75,11.42
30043,596.0,84.28,0.21,1,0.49,15.46
30044,696.0,62.89,0.49,2,0.34,14.57
30045,411.0,56.49,0.81,1,0.4,3.86
30046,508.0,82.28,0.59,1,0.82,3.51
30047,570.0,60.03,0.54,2,0.41,12.96
30048,624.0,69.66,0.63,2,0.75,11.29
30049,506.0,84.01,0.51,2,0.08,18.29
30050,570.0,86.1,0.01,1,0.67,12.65
30051,636.0,73.17,0.65,2,0.27,13.43
30052,707.0,90.45,0.26,1,0.66,11.22
30053,798.0,99.49,0.44,2,0.83,8.27
30054,558.0,95.98,0.95,3,0.51,6.8
30055,593.0,87.8,0.72,1,0.49,5.87
30056,602.0,72.93,0.39,3,0.8,8.24
30057,636.0,85.0,0.63,4,0.98,0.89
30058,719.0,85.91,0.74,2,0.14,9.4
30059,667.0,56.23,0.16,3,0.01,14.73
30060,650.0,83.19,0.19,1,0.1,9.81
30061,481.0,98.27,0.67,1,0.42,15.28
30062,542.0,53.48,0.45,5,0.96,17.93
30063,525.0,96.92,0.59,1,0.67,14.48
30064,675.0,90.81,0.93,1,0.78,2.09
30065,551.0,60.01,0.7,1,0.59,11.32
30066,477.0,81.63,0.97,1,0.23,12.46
30067,537.0,75.8,0.01,2,0.8,5.54
30068,783.0,96.7,0.01,1,0.7,1.27
30069,704.0,50.43,0.19,0,0.48,7.72
30070,635.0,56.12,0.03,2,0.29,3.89
30071,587.0,79.05,0.67,4,0.27,15.03
30072,610.0,95.44,0.37,4,0.15,2.83
30073,486.0,88.36,0.46,4,0.69,6.41
30074,603.0,53.11,0.07,2,0.19,18.76
30075,676.0,57.2,0.16,3,0.46,14.79
30076,535.0,52.69,0.84,4,0.51,16.11
30077,672.0,61.76,0.1,2,1.0,16.76
30078,494.0,65.01,0.39,3,0.06,15.5
30079,759.0,82.76,0.89,2,0.84,12.93
30080,625.0,60.92,0.43,1,0.55,2.21
30081,546.0,84.08,0.63,0,0.29,6.61
30082,550.0,94.61,0.29,2,0.61,16.04
30083,628.0,84.44,0.81,4,0.34,18.5
30084,688.0,91.32,0.38,4,0.63,2.81
30085,484.0,65.66,0.37,1,0.83,1.84
30086,524.0,88.36,0.79,1,0.21,10.71
30087,686.0,51.48,0.88,2,0.86,2.01
30088,450.0,77.9,0.25,1,0.77,18.32
30089,470.0,57.51,0.74,2,0.91,3.01
30090,580.0,72.37,0.18,0,0.09,14.42
30091,608.0,67.97,0.12,1,0.71,0.58
30092,471.0,78.66,0.35,1,0.18,10.94
30093,693.0,93.66,0.42,3,0.62,11.07
30094,510.0,84.98,0.26,3,0.51,9.15
30095,660.0,71.21,0.98,1,0.87,2.45
30096,677.0,52.35,0.57,2,0.63,13.72
30097,721.0,82.46,0.03,1,0.33,1.07
30098,625.0,85.16,0.86,2,0.79,19.69
30099,547.0,55.53,0.41,0,0.77,5.13
30100,619.0,62.29,0.14,1,0.32,12.81
30101,762.0,62.46,0.88,1,0.39,11.91
30102,850.0,93.04,0.48,2,0.97,16.15
30103,500.0,99.02,0.24,4,0.36,16.07
30104,492.0,70.53,0.99,3,0.88,10.33
30105,654.0,85.13,0.04,2,0.83,16.89
30106,594.0,75.33,0.58,4,0.21,4.03
30107,519.0,71.42,0.51,4,0.89,8.97
30108,560.0,74.57,0.96,2,0.84,9.42
30109,590.0,88.58,0.58,1,0.06,13.31
30110,649.0,87.71,0.1,3,0.19,2.02
30111,486.0,72.85,0.86,3,0.89,10.53
30112,796.0,67.38,0.38,2,0.64,14.27
30113,726.0,81.64,0.23,1,0.17,13.04
30114,641.0,93.91,0.74,0,0.37,13.62
30115,488.0,88.92,0.67,0,0.98,7.23
30116,621.0,61.41,0.86,1,0.6,18.72
30117,461.0,66.78,0.45,1,0.27,19.01
30118,738.0,61.6,0.84,1,0.71,17.75
30119,610.0,84.37,0.78,2,0.98,1.94
30120,622.0,88.9,0.45,0,0.6,4.96
30121,547.0,86.24,0.61,4,0.14,10.88
30122,631.0,97.21,0.86,3,0.12,11.36
30123,596.0,76.35,0.84,1,0.21,11.48
30124,627.0,74.82,0.81,0,0.55,11.2
30125,700.0,73.96,0.97,2,0.23,2.55
30126,749.0,65.71,0.89,1,0.95,15.73
30127,619.0,90.78,0.04,4,0.64,4.36
30128,576.0,84.44,0.56,1,0.64,19.27
30129,603.0,88.24,0.92,1,0.31,4.82
30130,439.0,98.05,0.02,1,0.93,17.71
30131,781.0,66.32,0.98,3,0.58,17.13
30132,635.0,86.31,0.68,3,0.93,0.53
30133,531.0,62.71,0.2,2,0.8,8.78
30134,733.0,87.1,0.71,5,0.46,18.35
30135,550.0,90.78,0.83,2,0.4,13.36
30136,850.0,78.13,0.86,1,0.35,8.81
30137,667.0,65.19,0.5,0,0.52,1.8
30138,557.0,83.13,0.12,3,0.92,16.38
30139,721.0,71.09,0.27,0,0.8,7.67
30140,664.0,95.95,0.86,2,0.87,14.28
30141,558.0,78.5,0.92,3,0.57,6.14
30142,398.0,65.58,0.33,3,0.2,11.15
30143,647.0,75.96,0.96,6,0.32,18.65
30144,673.0,50.25,0.8,1,0.77,13.18
30145,713.0,93.16,0.88,3,0.21,19.56
30146,602.0,55.3,0.58,4,0.21,17.1
30147,376.0,64.7,0.35,4,0.22,3.21
30148,686.0,73.75,0.55,2,0.29,16.82
30149,540.0,65.43,0.78,4,0.03,1.98
30150,651.0,61.85,0.8,3,0.27,11.73
30151,797.0,67.33,0.74,1,0.25,13.54
30152,391.0,91.93,0.13,1,0.87,18.94
30153,737.0,53.74,0.44,1,0.08,10.14
30154,622.0,94.91,0.93,0,0.16,7.07
30155,611.0,90.98,0.88,1,0.05,4.6
30156,729.0,79.33,0.97,2,0.39,3.62
30157,668.0,86.37,0.71,5,0.91,8.04
30158,572.0,60.68,0.18,5,0.58,17.45
30159,549.0,84.21,0.33,1,0.93,19.52
30160,615.0,52.27,0.98,2,0.48,19.45
30161,450.0,97.83,0.85,2,0.04,18.96
30162,617.0,72.05,0.72,2,0.68,14.53
30163,572.0,60.33,0.46,1,0.75,13.67
30164,553.0,85.19,0.35,0,0.92,13.13
30165,720.0,53.1,0.4,1,0.27,1.9
30166,558.0,87.01,0.27,1,0.72,11.33
30167,545.0,87.96,0.36,3,0.76,18.17
30168,706.0,63.57,0.9,2,0.67,4.4
30169,531.0,52.22,0.9,3,0.86,9.73
30170,338.0,93.1,0.66,2,0.92,16.33
30171,509.0,83.44,0.19,5,0.94,16.82
30172,332.0,93.59,0.21,3,0.39,17.7
30173,646.0,81.1,0.98,3,0.66,10.56
30174,763.0,72.94,0.1,3,0.65,17.03
30175,541.0,60.28,0.48,0,0.2,8.31
30176,656.0,88.18,0.03,2,0.22,17.29
30177,404.0,66.41,0.28,1,0.51,12.09
30178,685.0,73.11,0.16,0,0.24,16.06
30179,652.0,77.36,0.43,2,0.69,10.87
30180,338.0,98.42,0.64,1,0.99,2.16
30181,615.0,72.03,0.66,2,0.6,6.46
30182,450.0,89.36,0.65,2,0.96,0.54
30183,586.0,73.76,0.5,4,0.35,3.28
30184,646.0,87.74,0.66,2,0.67,13.67
30185,697.0,82.45,0.95,2,0.61,6.53
30186,697.0,72.51,0.71,1,0.34,2.76
30187,579.0,66.79,0.01,1,0.47,14.98
30188,552.0,63.36,0.98,3,0.93,10.5
30189,562.0,66.1,0.5,0,0.53,17.06
30190,695.0,98.36,0.28,0,0.13,8.87
30191,542.0,58.39,0.16,2,0.06,6.29
30192,512.0,94.56,0.1,2,0.77,11.49
30193,558.0,88.79,0.52,1,0.26,14.35
30194,424.0,63.59,0.49,3,0.93,14.58
30195,546.0,95.59,0.62,2,0.74,17.96
30196,517.0,98.36,0.14,0,0.58,14.95
30197,703.0,51.43,0.35,1,0.78,3.27
30198,619.0,50.85,0.03,1,0.44,16.21
30199,653.0,82.02,0.61,1,0.57,9.39
30200,558.0,78.44,0.02,1,0.1,0.53
30201,463.0,55.4,0.65,1,0.29,9.9
30202,514.0,98.97,0.51,4,0.92,8.37
30203,658.0,51.92,0.04,0,0.19,6.53
30204,643.0,77.2,0.43,7,0.01,18.68
30205,696.0,69.65,0.55,1,0.99,8.7
30206,629.0,95.24,0.68,2,0.21,16.76
30207,683.0,84.09,0.67,2,0.56,2.9
30208,578.0,89.11,0.04,3,0.38,3.23
30209,568.0,62.37,0.4,6,0.79,13.74
30210,428.0,51.81,0.67,2,0.28,17.62
30211,822.0,78.25,0.18,1,0.77,13.56
30212,591.0,54.76,0.27,1,0.54,1.39
30213,614.0,73.56,0.2,2,0.58,4.31
30214,845.0,67.56,0.42,2,0.44,4.82
30215,458.0,68.28,0.13,1,0.81,14.11
30216,581.0,76.11,0.9,1,0.91,17.09
30217,613.0,66.17,0.59,4,0.71,18.93
30218,509.0,74.33,0.72,2,0.77,16.04
30219,547.0,86.64,0.53,3,0.83,5.74
30220,596.0,67.14,0.9,1,0.46,1.32
30221,850.0,52.58,0.93,3,0.81,17.38
30222,553.0,66.78,0.41,0,0.3,12.31
30223,641.0,83.88,0.75,3,0.39,5.97
30224,561.0,52.7,0.37,1,0.75,3.26
30225,697.0,91.38,0.22,1,0.51,15.54
